Method name: Method 1,,,,,,,,,,,,,,,,,,,,,,,apo,,,,phos,,,,S385E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application: SparkControl,,,,V2.3,,,,,,,,,,,,,,,,,,,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device: Spark,,,,Serial number: 1811000353,,,,,,,,,,,,,,,,,,,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware:,,,,LUM:V5.2.3|ABS:V4.3.2|ABS_MEX:V5.0.7|CELL:V4.1.4|MTP:V13.1.5|FLUOR:V5.1.3|FLUOR_FP:V5.0.2|FLUOR_BOTTOM:V5.0.2|FLUOR_MEM:V5.0.7|FLUOR_MEX:V5.0.7|GCM:V3.0.2|INJ:V3.1.1,,,,,,,,,,,,,,,,,,,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaking (Linear) Duration,,,,5,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaking (Linear) Position,,,,Current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaking (Linear) Amplitude,,,,1,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaking (Linear) Frequency,,,,1440,rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,,,,2022-08-02 16:20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Label 1,,Apo Salt + Gly,,,,,,,,,,,,,,,,Apo + Salt + no gly,,,,,,,,,,,,,,,,Apo + no salt + no glycerol,,,,,,,,,,,,,,,,Apo + no salt + glycerol,,,,,,,,,,,,,,,,Phos + Salt + glycerol,,,,,,,,,,,,,,,,Phos + salt + no glycerol,,,,,,,,,,,,,,,,Phos + no salt + no glycerol,,,,,,,,,,,,,,,,Phos + no salt + glycerol,,,,,,,,,,,,,,,,S385E + salt + glycerol,,,,,,,,,,,,,,,,S385E + salt + no glycerol,,,,,,,,,,,,,,,,S385E + no salt + no glycerol,,,,,,,,,,,,,,,,S385E + no salt + gly ,,,,,,,,,,,,,,,
Cycle Nr.,Temp. [°C],A1,Time [ms],Sample 1,Time [ms],C1,Time [ms],D1,Time [ms],,,,,,,,,A2,Time [ms],B2,Time [ms],C2,Time [ms],D2,Time [ms],E2,Time [ms],F2,Time [ms],G2,Time [ms],H2,Time [ms],A3,Time [ms],B3,Time [ms],C3,Time [ms],D3,Time [ms],E3,Time [ms],F3,Time [ms],G3,Time [ms],H3,Time [ms],A4,Time [ms],B4,Time [ms],C4,Time [ms],D4,Time [ms],E4,Time [ms],F4,Time [ms],G4,Time [ms],H4,Time [ms],A5,Time [ms],B5,Time [ms],C5,Time [ms],D5,Time [ms],E5,Time [ms],F5,Time [ms],G5,Time [ms],H5,Time [ms],A6,Time [ms],B6,Time [ms],C6,Time [ms],D6,Time [ms],E6,Time [ms],F6,Time [ms],G6,Time [ms],H6,Time [ms],A7,Time [ms],B7,Time [ms],C7,Time [ms],D7,Time [ms],E7,Time [ms],F7,Time [ms],G7,Time [ms],H7,Time [ms],A8,Time [ms],B8,Time [ms],C8,Time [ms],D8,Time [ms],E8,Time [ms],F8,Time [ms],G8,Time [ms],H8,Time [ms],A9,Time [ms],B9,Time [ms],C9,Time [ms],D9,Time [ms],E9,Time [ms],F9,Time [ms],G9,Time [ms],H9,Time [ms],A10,Time [ms],B10,Time [ms],C10,Time [ms],D10,Time [ms],E10,Time [ms],F10,Time [ms],G10,Time [ms],H10,Time [ms],A11,Time [ms],B11,Time [ms],C11,Time [ms],D11,Time [ms],E11,Time [ms],F11,Time [ms],G11,Time [ms],H11,Time [ms],A12,Time [ms],B12,Time [ms],C12,Time [ms],D12,Time [ms],E12,Time [ms],F12,Time [ms],G12,Time [ms],H12,Time [ms]
1,26.3,0.1578,0,0.1501,6854,,,0.1289,13715,,,,,,,,,0.1397,298,0.1505,6557,0.1371,7162,0.121,13418,,,,,,,,,0.2096,595,0.2042,6260,0.2,7460,0.1223,13121,,,,,,,,,0.198,896,0.1954,5963,0.1868,7757,0.1248,12824,,,,,,,,,0.14,1194,0.1397,5665,0.1394,8055,0.1321,12526,,,,,,,,,0.1619,1491,0.1625,5368,0.1502,8352,0.1146,12229,,,,,,,,,0.1861,1788,0.2015,5070,0.1859,8649,0.1241,11932,,,,,,,,,0.157,2086,0.1633,4773,0.1655,8946,0.1131,11635,,,,,,,,,0.1262,2383,0.1179,4476,0.1116,9243,0.1271,11338,,,,,,,,,0.1398,2680,0.1364,4179,0.1275,9541,0.1131,11040,,,,,,,,,0.1333,2977,0.1315,3882,0.1333,9838,0.1135,10743,,,,,,,,,0.1688,3275,0.1553,3583,0.1519,10136,0.1092,10444,,,,,,,,
2,26.2,0.1585,21623,0.151,28465,,,0.1289,35320,,,,,,,,,0.1404,21918,0.1514,28168,0.1378,28774,0.1211,35023,,,,,,,,,0.2124,22215,0.2065,27871,0.2024,29071,0.1223,34726,,,,,,,,,0.1995,22512,0.1966,27574,0.1885,29368,0.1248,34429,,,,,,,,,0.1409,22809,0.1402,27277,0.1399,29665,0.1299,34132,,,,,,,,,0.1627,23106,0.1638,26980,0.1513,29962,0.1147,33835,,,,,,,,,0.1889,23403,0.2041,26683,0.1882,30259,0.1243,33538,,,,,,,,,0.1583,23700,0.1639,26386,0.1683,30556,0.1131,33241,,,,,,,,,0.1265,23997,0.118,26089,0.1119,30853,0.127,32944,,,,,,,,,0.1401,24294,0.137,25792,0.1284,31150,0.1132,32647,,,,,,,,,0.1344,24591,0.1324,25495,0.1342,31447,0.1135,32350,,,,,,,,,0.1707,24888,0.1574,25197,0.1538,31744,0.1095,32052,,,,,,,,
3,26.3,0.1593,43233,0.1514,50075,,,0.129,56928,,,,,,,,,0.141,43530,0.1521,49778,0.1385,50383,0.1212,56631,,,,,,,,,0.2145,43827,0.2081,49481,0.2048,50680,0.1224,56334,,,,,,,,,0.201,44124,0.1978,49184,0.1898,50977,0.1248,56037,,,,,,,,,0.1416,44421,0.1409,48887,0.1404,51274,0.13,55740,,,,,,,,,0.1639,44718,0.1646,48590,0.1522,51571,0.1146,55443,,,,,,,,,0.1913,45015,0.2061,48293,0.1901,51868,0.1242,55146,,,,,,,,,0.1598,45312,0.1649,47996,0.1677,52165,0.1131,54849,,,,,,,,,0.1268,45609,0.1189,47698,0.1121,52462,0.1268,54552,,,,,,,,,0.1407,45906,0.1373,47401,0.1289,52759,0.1133,54255,,,,,,,,,0.1353,46203,0.1335,47104,0.1351,53056,0.1136,53958,,,,,,,,,0.1724,46500,0.1588,46807,0.1553,53353,0.1097,53660,,,,,,,,
4,26.5,0.1598,64830,0.1531,71637,,,0.1287,78449,,,,,,,,,0.1417,65128,0.153,71342,0.1391,71944,0.1212,78154,,,,,,,,,0.2168,65425,0.2103,71047,0.2064,72239,0.1225,77859,,,,,,,,,0.2022,65722,0.1986,70752,0.1913,72534,0.1248,77564,,,,,,,,,0.1421,66019,0.1415,70457,0.1412,72829,0.1297,77269,,,,,,,,,0.1646,66314,0.1651,70162,0.1532,73124,0.1147,76974,,,,,,,,,0.1934,66609,0.2083,69867,0.1925,73419,0.1242,76679,,,,,,,,,0.1608,66905,0.1659,69572,0.1811,73714,0.1128,76383,,,,,,,,,0.1269,67200,0.1187,69277,0.1123,74009,0.1265,76088,,,,,,,,,0.1412,67495,0.138,68982,0.1293,74304,0.1143,75793,,,,,,,,,0.1363,67790,0.1342,68687,0.1359,74599,0.1137,75498,,,,,,,,,0.174,68085,0.1604,68392,0.157,74894,0.1095,75200,,,,,,,,
5,26.4,0.1605,86364,0.1528,93165,,,0.1288,100003,,,,,,,,,0.1426,86659,0.1537,92870,0.1397,93473,0.121,99706,,,,,,,,,0.2183,86954,0.2123,92575,0.2084,93770,0.1224,99409,,,,,,,,,0.2034,87249,0.1994,92280,0.1922,94065,0.1248,99112,,,,,,,,,0.1428,87544,0.1421,91983,0.1417,94360,0.1296,98815,,,,,,,,,0.1658,87839,0.1665,91688,0.1542,94655,0.1147,98518,,,,,,,,,0.1956,88134,0.2103,91393,0.1942,94952,0.1244,98221,,,,,,,,,0.1616,88429,0.1669,91098,0.1701,95247,0.1129,97924,,,,,,,,,0.1271,88724,0.1191,90803,0.1126,95542,0.1265,97627,,,,,,,,,0.1416,89019,0.1392,90508,0.1297,95840,0.1134,97330,,,,,,,,,0.1371,89316,0.135,90213,0.1367,96135,0.1135,97033,,,,,,,,,0.1755,89611,0.1619,89916,0.1584,96430,0.1191,96736,,,,,,,,
6,26.2,0.1611,107913,0.1535,114747,,,0.1289,121581,,,,,,,,,0.1431,108209,0.1543,114451,0.1403,115056,0.1214,121285,,,,,,,,,0.2197,108506,0.214,114154,0.2105,115353,0.1225,120989,,,,,,,,,0.2041,108803,0.2006,113857,0.1929,115649,0.1249,120693,,,,,,,,,0.1436,109100,0.1428,113560,0.1422,115945,0.1297,120397,,,,,,,,,0.1667,109397,0.1669,113264,0.1551,116241,0.1147,120101,,,,,,,,,0.1983,109694,0.2122,112967,0.1963,116537,0.1244,119805,,,,,,,,,0.1624,109991,0.1679,112670,0.1707,116833,0.1127,119509,,,,,,,,,0.1273,110288,0.1193,112374,0.1126,117129,0.1263,119213,,,,,,,,,0.1422,110585,0.1387,112078,0.13,117425,0.1134,118917,,,,,,,,,0.138,110882,0.1358,111782,0.1377,117721,0.1136,118621,,,,,,,,,0.177,111179,0.1633,111486,0.1597,118017,0.1095,118325,,,,,,,,
7,26.1,0.1616,129499,0.1537,136321,,,0.1294,143152,,,,,,,,,0.1439,129796,0.1552,136025,0.1409,136629,0.1213,142856,,,,,,,,,0.2211,130092,0.2155,135729,0.2122,136925,0.1224,142560,,,,,,,,,0.2051,130388,0.2016,135433,0.194,137221,0.1249,142264,,,,,,,,,0.1441,130684,0.1432,135137,0.1426,137517,0.1293,141968,,,,,,,,,0.1676,130980,0.1676,134841,0.1558,137813,0.1147,141672,,,,,,,,,0.1993,131276,0.214,134545,0.1979,138109,0.1244,141376,,,,,,,,,0.1637,131572,0.1687,134249,0.1713,138405,0.1126,141080,,,,,,,,,0.1276,131868,0.1194,133952,0.1128,138701,0.1261,140784,,,,,,,,,0.1425,132164,0.1392,133656,0.1305,138997,0.1133,140488,,,,,,,,,0.1389,132460,0.1368,133360,0.1383,139293,0.1138,140192,,,,,,,,,0.1785,132756,0.1646,133063,0.1612,139589,0.1095,139895,,,,,,,,
8,26.2,0.1624,151054,0.1543,157874,,,0.1288,164707,,,,,,,,,0.1446,151350,0.1559,157578,0.1416,158182,0.1212,164411,,,,,,,,,0.2223,151646,0.2173,157282,0.2136,158479,0.1224,164115,,,,,,,,,0.2062,151942,0.2026,156986,0.1963,158775,0.1248,163819,,,,,,,,,0.1447,152238,0.1438,156690,0.143,159071,0.1295,163523,,,,,,,,,0.1681,152534,0.1683,156394,0.1568,159367,0.1146,163227,,,,,,,,,0.2006,152830,0.2153,156098,0.1994,159663,0.1242,162930,,,,,,,,,0.1643,153126,0.1697,155802,0.1718,159959,0.1127,162634,,,,,,,,,0.1279,153423,0.1195,155506,0.1131,160255,0.1261,162339,,,,,,,,,0.1428,153719,0.1397,155210,0.1307,160551,0.1133,162042,,,,,,,,,0.1397,154015,0.1374,154914,0.139,160847,0.1139,161746,,,,,,,,,0.1801,154311,0.1661,154617,0.1624,161143,0.1096,161450,,,,,,,,
9,26.3,0.1628,172619,0.1549,179439,,,0.1289,186270,,,,,,,,,0.1452,172917,0.1566,179143,0.1422,179746,0.1212,185974,,,,,,,,,0.2245,173213,0.2192,178847,0.2153,180042,0.1223,185678,,,,,,,,,0.2073,173509,0.2032,178551,0.1958,180338,0.1249,185382,,,,,,,,,0.1453,173805,0.1445,178255,0.1436,180634,0.1292,185086,,,,,,,,,0.1691,174101,0.1691,177959,0.1573,180930,0.1148,184790,,,,,,,,,0.2023,174397,0.2172,177663,0.2017,181226,0.1244,184494,,,,,,,,,0.1654,174693,0.1705,177367,0.1728,181522,0.1126,184198,,,,,,,,,0.128,174989,0.12,177071,0.1132,181818,0.1261,183902,,,,,,,,,0.1433,175285,0.1402,176775,0.1312,182114,0.1134,183606,,,,,,,,,0.1405,175581,0.1383,176479,0.1398,182411,0.1137,183310,,,,,,,,,0.1815,175877,0.1674,176183,0.1637,182707,0.1179,183014,,,,,,,,
10,26.3,0.1635,194173,0.1554,200995,,,0.129,207829,,,,,,,,,0.1461,194470,0.1572,200699,0.1427,201304,0.1213,207533,,,,,,,,,0.226,194766,0.2203,200403,0.2171,201600,0.1224,207237,,,,,,,,,0.2083,195062,0.2035,200107,0.1969,201896,0.1249,206941,,,,,,,,,0.1458,195358,0.1448,199811,0.144,202192,0.1305,206644,,,,,,,,,0.1699,195654,0.1697,199515,0.1581,202488,0.1148,206348,,,,,,,,,0.2037,195950,0.2187,199219,0.2026,202784,0.1242,206051,,,,,,,,,0.166,196246,0.1714,198923,0.1737,203080,0.1125,205755,,,,,,,,,0.1282,196542,0.1202,198624,0.1133,203376,0.1261,205459,,,,,,,,,0.1437,196838,0.1404,198328,0.1318,203672,0.1134,205163,,,,,,,,,0.1413,197134,0.1389,198032,0.1405,203968,0.1137,204867,,,,,,,,,0.1828,197430,0.1686,197736,0.1648,204264,0.1097,204570,,,,,,,,
11,26.3,0.1642,215732,0.1561,222577,,,0.1288,229426,,,,,,,,,0.1466,216029,0.1579,222280,0.1431,222884,0.1216,229129,,,,,,,,,0.2274,216326,0.222,221983,0.2192,223181,0.1225,228833,,,,,,,,,0.2085,216623,0.2052,221686,0.1999,223478,0.1249,228536,,,,,,,,,0.1465,216922,0.1455,221389,0.1446,223775,0.1291,228239,,,,,,,,,0.1705,217218,0.1704,221092,0.1586,224072,0.1148,227942,,,,,,,,,0.2052,217515,0.2197,220795,0.2037,224369,0.1243,227645,,,,,,,,,0.1669,217811,0.1718,220497,0.1744,224666,0.1124,227349,,,,,,,,,0.1284,218108,0.1204,220201,0.1135,224963,0.1259,227052,,,,,,,,,0.1441,218405,0.1408,219903,0.1318,225260,0.1133,226755,,,,,,,,,0.1421,218702,0.1397,219606,0.1411,225557,0.1137,226458,,,,,,,,,0.184,218999,0.1698,219308,0.166,225854,0.1096,226161,,,,,,,,
12,26.4,0.1645,237337,0.1574,244166,,,0.1288,251006,,,,,,,,,0.1471,237634,0.1586,243870,0.1438,244474,0.1213,250710,,,,,,,,,0.2286,237930,0.2234,243574,0.2197,244771,0.1225,250414,,,,,,,,,0.2093,238226,0.2055,243277,0.198,245067,0.1249,250118,,,,,,,,,0.147,238523,0.1459,242980,0.145,245364,0.1289,249822,,,,,,,,,0.1714,238819,0.1709,242684,0.1593,245660,0.1153,249526,,,,,,,,,0.2062,239115,0.221,242388,0.2055,245956,0.1274,249230,,,,,,,,,0.1673,239412,0.1725,242092,0.1749,246252,0.1123,248933,,,,,,,,,0.1285,239708,0.1207,241795,0.1139,246548,0.1262,248637,,,,,,,,,0.1444,240005,0.141,241499,0.1321,246844,0.1145,248341,,,,,,,,,0.143,240301,0.1405,241203,0.142,247143,0.1138,248045,,,,,,,,,0.1853,240598,0.1713,240905,0.1673,247440,0.1121,247748,,,,,,,,
13,26.5,0.1654,258911,0.157,265732,,,0.1288,272569,,,,,,,,,0.1478,259207,0.1592,265436,0.1443,266040,0.1213,272273,,,,,,,,,0.23,259503,0.2244,265140,0.2217,266337,0.1224,271977,,,,,,,,,0.2104,259799,0.2062,264844,0.1987,266633,0.1249,271681,,,,,,,,,0.1473,260095,0.1463,264548,0.1455,266932,0.1288,271385,,,,,,,,,0.1717,260391,0.1716,264252,0.16,267228,0.1148,271089,,,,,,,,,0.2082,260687,0.222,263956,0.2066,267524,0.1244,270793,,,,,,,,,0.1681,260983,0.1731,263660,0.1754,267820,0.1123,270497,,,,,,,,,0.1286,261279,0.1208,263364,0.1139,268116,0.1258,270201,,,,,,,,,0.1449,261575,0.1429,263068,0.1326,268413,0.1133,269905,,,,,,,,,0.1438,261872,0.1411,262772,0.1427,268709,0.1138,269609,,,,,,,,,0.1866,262168,0.1723,262475,0.1684,269005,0.1096,269312,,,,,,,,
14,26.4,0.1657,280475,0.1573,287300,,,0.1287,294154,,,,,,,,,0.1487,280771,0.1597,287003,0.1448,287609,0.1211,293857,,,,,,,,,0.2313,281067,0.2258,286706,0.2246,287907,0.1224,293560,,,,,,,,,0.2108,281363,0.2069,286409,0.1997,288204,0.1249,293263,,,,,,,,,0.1478,281659,0.1467,286112,0.1459,288501,0.1287,292966,,,,,,,,,0.1721,281955,0.1718,285815,0.1605,288798,0.1146,292669,,,,,,,,,0.209,282251,0.2235,285518,0.2074,289095,0.1242,292372,,,,,,,,,0.1686,282547,0.1737,285222,0.1853,289392,0.112,292075,,,,,,,,,0.1288,282843,0.121,284926,0.114,289689,0.1256,291778,,,,,,,,,0.145,283139,0.1416,284630,0.1328,289986,0.1133,291481,,,,,,,,,0.1445,283435,0.1418,284334,0.1432,290283,0.1137,291184,,,,,,,,,0.1877,283732,0.1734,284038,0.1696,290580,0.1095,290888,,,,,,,,
15,26.3,0.1662,302070,0.1578,308891,,,0.1288,315723,,,,,,,,,0.1489,302366,0.1604,308595,0.1454,309199,0.1212,315427,,,,,,,,,0.2325,302662,0.2262,308299,0.2234,309497,0.1224,315131,,,,,,,,,0.2107,302958,0.2068,308003,0.2002,309793,0.1248,314835,,,,,,,,,0.1483,303254,0.1474,307707,0.1462,310089,0.1285,314539,,,,,,,,,0.1729,303550,0.1725,307411,0.1611,310385,0.1148,314243,,,,,,,,,0.2093,303846,0.2247,307115,0.208,310681,0.1244,313947,,,,,,,,,0.1694,304142,0.1743,306818,0.1765,310977,0.1118,313651,,,,,,,,,0.129,304438,0.1222,306522,0.1144,311273,0.1256,313355,,,,,,,,,0.1454,304734,0.1419,306226,0.1331,311569,0.1134,313059,,,,,,,,,0.1451,305030,0.1425,305930,0.1439,311865,0.1136,312763,,,,,,,,,0.1887,305326,0.1746,305632,0.1703,312161,0.1096,312467,,,,,,,,
16,26.4,0.1666,323629,0.1582,330453,,,0.1288,337297,,,,,,,,,0.1496,323926,0.1611,330157,0.1458,330761,0.1214,337000,,,,,,,,,0.233,324222,0.2268,329861,0.2246,331058,0.1224,336703,,,,,,,,,0.212,324518,0.2074,329565,0.2001,331354,0.125,336406,,,,,,,,,0.1488,324814,0.1477,329269,0.1466,331650,0.1285,336109,,,,,,,,,0.1735,325110,0.173,328973,0.1617,331946,0.1148,335812,,,,,,,,,0.2098,325406,0.2254,328677,0.2097,332242,0.1242,335514,,,,,,,,,0.1697,325702,0.1743,328381,0.1835,332538,0.1119,335217,,,,,,,,,0.1293,325998,0.1216,328085,0.1145,332834,0.1255,334920,,,,,,,,,0.1459,326295,0.1423,327789,0.1333,333130,0.1134,334624,,,,,,,,,0.1459,326591,0.1433,327493,0.1446,333427,0.1138,334328,,,,,,,,,0.1896,326887,0.1753,327195,0.1715,333724,0.1132,334031,,,,,,,,
17,26.4,0.1671,345210,0.1587,352052,,,0.1291,358884,,,,,,,,,0.1501,345508,0.1615,351755,0.1462,352360,0.1211,358588,,,,,,,,,0.234,345805,0.2292,351458,0.2256,352656,0.1224,358292,,,,,,,,,0.2119,346101,0.2078,351161,0.2002,352952,0.1249,357996,,,,,,,,,0.1494,346398,0.1484,350862,0.1469,353248,0.1282,357700,,,,,,,,,0.1742,346695,0.1739,350565,0.1621,353544,0.1148,357404,,,,,,,,,0.2112,346992,0.2262,350269,0.2115,353840,0.1253,357108,,,,,,,,,0.1701,347289,0.1748,349973,0.186,354136,0.1118,356812,,,,,,,,,0.1293,347586,0.1217,349676,0.1147,354432,0.1254,356516,,,,,,,,,0.1461,347883,0.1426,349379,0.1336,354728,0.1133,356220,,,,,,,,,0.1467,348180,0.1437,349083,0.1453,355025,0.1137,355924,,,,,,,,,0.1909,348477,0.1761,348785,0.1721,355321,0.1096,355628,,,,,,,,
18,26.5,0.1679,366791,0.1592,373610,,,0.1288,380446,,,,,,,,,0.1507,367087,0.1619,373314,0.1469,373919,0.1212,380150,,,,,,,,,0.2349,367383,0.2293,373018,0.2304,374217,0.1224,379854,,,,,,,,,0.214,367679,0.2083,372722,0.2003,374515,0.1248,379558,,,,,,,,,0.1498,367975,0.1486,372426,0.1473,374811,0.1285,379262,,,,,,,,,0.1747,368271,0.1741,372130,0.1627,375107,0.1148,378966,,,,,,,,,0.2119,368567,0.2275,371834,0.2112,375403,0.1243,378670,,,,,,,,,0.1704,368863,0.1756,371538,0.1787,375699,0.1117,378374,,,,,,,,,0.1296,369159,0.1224,371242,0.1148,375995,0.1254,378078,,,,,,,,,0.1464,369455,0.1428,370946,0.1339,376291,0.1134,377782,,,,,,,,,0.1473,369751,0.1445,370650,0.1458,376587,0.1138,377486,,,,,,,,,0.1919,370047,0.1774,370354,0.1733,376883,0.1097,377190,,,,,,,,
19,26.5,0.1683,388358,0.16,395180,,,0.1289,402012,,,,,,,,,0.1513,388654,0.1625,394884,0.1473,395489,0.1213,401716,,,,,,,,,0.2351,388950,0.231,394588,0.2274,395787,0.1226,401420,,,,,,,,,0.214,389246,0.2096,394292,0.2016,396083,0.125,401124,,,,,,,,,0.1502,389542,0.1491,393996,0.1477,396379,0.1283,400828,,,,,,,,,0.1751,389838,0.1749,393700,0.1631,396675,0.115,400532,,,,,,,,,0.2131,390134,0.2275,393404,0.2114,396971,0.1243,400236,,,,,,,,,0.1712,390430,0.1761,393108,0.1778,397267,0.1116,399940,,,,,,,,,0.1297,390726,0.1221,392811,0.115,397563,0.1252,399644,,,,,,,,,0.1465,391022,0.1434,392515,0.1343,397859,0.1135,399348,,,,,,,,,0.1482,391318,0.1452,392219,0.1467,398155,0.1139,399052,,,,,,,,,0.1927,391614,0.1784,391921,0.174,398451,0.1154,398756,,,,,,,,
20,26.4,0.1688,409923,0.1603,416745,,,0.1288,423576,,,,,,,,,0.1516,410220,0.163,416449,0.1477,417053,0.1215,423280,,,,,,,,,0.2364,410516,0.2312,416153,0.2268,417349,0.1224,422984,,,,,,,,,0.2139,410812,0.2098,415857,0.201,417645,0.1248,422688,,,,,,,,,0.1507,411108,0.1495,415561,0.1479,417941,0.128,422392,,,,,,,,,0.1755,411404,0.1748,415265,0.1634,418237,0.1149,422095,,,,,,,,,0.2128,411700,0.229,414969,0.2122,418533,0.1242,421799,,,,,,,,,0.1713,411996,0.1765,414673,0.1829,418829,0.1115,421503,,,,,,,,,0.1299,412292,0.1223,414377,0.115,419125,0.1249,421207,,,,,,,,,0.1468,412589,0.144,414081,0.1342,419421,0.1134,420911,,,,,,,,,0.1487,412885,0.1457,413785,0.147,419717,0.1138,420615,,,,,,,,,0.1931,413181,0.179,413489,0.1745,420013,0.1097,420319,,,,,,,,
